Jul 08 14:53:11 PV Gateway Version 2.0.2.1 [Aug 29 2010 15:48:43]
EPICS 3.14.11 PID=7048 ServerPID=7047
EPICS_CA_ADDR_LIST=172.17.101.255 172.17.102.255
EPICS_CA_AUTO_ADDR_LIST=NO
EPICS_CA_SERVER_PORT=Not specified
EPICS_CA_MAX_ARRAY_BYTES=163840
EPICS_CAS_INTF_ADDR_LIST=172.17.100.198
EPICS_CAS_SERVER_PORT=Not specified
EPICS_CAS_IGNORE_ADDR_LIST=172.17.100.198 172.17.101.198 172.17.102.198 172.17.100.199 172.17.100.116 172.17.100.125
Running as user root on host cagateway2
Statistics PV prefix is cagateway2
Jul 08 14:53:11 gateServer::mainLoop: Starting and printing statistics every 60 seconds
  Key: [VcTotal|PvTotal|Active,Inactive|Connecting,Dead,Disconnected]
fdCB: fd--->(7), opend---->(1)
Jul 08 14:53:11 gateFd::gateFd: fd=7 count=1
Access security did not connect to BeamAccess:access
Access security connected to 0 of 1 INP PVs
FD_SETSIZE(1024)
Jul 08 14:54:15 gateServer::mainLoop: [1572|2568|1572,671|4,321,0] loops: 222770 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 14:55:15 gateServer::mainLoop: [2330|2813|2330,45|0,438,0] loops: 236759 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 14:56:15 gateServer::mainLoop: [2843|3815|2843,223|0,749,0] loops: 270827 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 14:57:15 gateServer::mainLoop: [2954|3669|2954,223|0,492,0] loops: 269086 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 14:58:15 gateServer::mainLoop: [3146|3880|3146,127|0,607,0] loops: 253757 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 14:59:15 gateServer::mainLoop: [3146|3496|3146,127|0,223,0] loops: 265583 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:00:15 gateServer::mainLoop: [3146|3841|3146,127|0,568,0] loops: 265557 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:01:15 gateServer::mainLoop: [3146|3699|3146,129|0,424,0] loops: 274155 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:02:15 gateServer::mainLoop: [3146|3838|3146,129|0,563,0] loops: 279131 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:03:15 gateServer::mainLoop: [3146|3525|3146,129|0,250,0] loops: 261350 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:04:15 gateServer::mainLoop: [3146|3587|3146,129|0,312,0] loops: 265440 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:05:15 gateServer::mainLoop: [3146|3732|3146,129|0,457,0] loops: 270675 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:06:15 gateServer::mainLoop: [3146|3879|3146,129|0,604,0] loops: 263048 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:07:15 gateServer::mainLoop: [3146|3535|3146,129|0,260,0] loops: 229325 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:08:15 gateServer::mainLoop: [3146|3572|3146,129|0,297,0] loops: 232786 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:09:15 gateServer::mainLoop: [3146|3623|3146,129|0,348,0] loops: 249843 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:10:15 gateServer::mainLoop: [3146|3858|3146,129|0,583,0] loops: 234772 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:11:15 gateServer::mainLoop: [3146|3541|3146,129|0,266,0] loops: 259737 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:12:15 gateServer::mainLoop: [3146|3542|3146,129|0,267,0] loops: 251175 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:13:15 gateServer::mainLoop: [3146|3730|3146,129|0,455,0] loops: 259101 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:14:15 gateServer::mainLoop: [3146|3807|3146,129|0,532,0] loops: 246083 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:15:15 gateServer::mainLoop: [3146|3702|3146,129|0,427,0] loops: 260571 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:16:15 gateServer::mainLoop: [3146|3705|3146,129|0,430,0] loops: 264155 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:17:15 gateServer::mainLoop: [3146|3339|3146,129|24,40,0] loops: 258272 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:18:15 gateServer::mainLoop: [3146|3777|3146,129|0,502,0] loops: 264439 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:19:15 gateServer::mainLoop: [3146|3844|3146,129|0,569,0] loops: 271369 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:20:15 gateServer::mainLoop: [3146|3851|3146,129|1,575,0] loops: 264118 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:21:15 gateServer::mainLoop: [3146|3309|3146,129|0,34,0] loops: 264204 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:22:15 gateServer::mainLoop: [3146|3774|3146,129|0,499,0] loops: 266735 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:23:15 gateServer::mainLoop: [3146|3845|3146,129|0,570,0] loops: 254503 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:24:15 gateServer::mainLoop: [3146|3854|3146,129|0,579,0] loops: 256031 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:25:15 gateServer::mainLoop: [3146|3410|3146,129|45,90,0] loops: 255898 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:26:15 gateServer::mainLoop: [3146|3559|3146,129|0,284,0] loops: 254510 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:27:15 gateServer::mainLoop: [3146|3802|3146,129|0,527,0] loops: 266491 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:28:15 gateServer::mainLoop: [3146|3876|3146,129|0,601,0] loops: 260931 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:29:15 gateServer::mainLoop: [3146|3355|3146,129|0,80,0] loops: 250900 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:30:15 gateServer::mainLoop: [3146|3551|3146,129|0,276,0] loops: 266892 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:31:15 gateServer::mainLoop: [3146|3792|3146,129|0,517,0] loops: 270702 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:32:15 gateServer::mainLoop: [3146|3877|3146,129|0,602,0] loops: 268982 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:33:15 gateServer::mainLoop: [3146|3367|3146,129|0,92,0] loops: 263858 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:34:15 gateServer::mainLoop: [3146|3469|3146,129|1,193,0] loops: 264059 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:35:15 gateServer::mainLoop: [3146|3781|3146,129|0,506,0] loops: 267323 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:36:15 gateServer::mainLoop: [3146|3861|3146,129|0,586,0] loops: 257583 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:37:15 gateServer::mainLoop: [3146|3360|3146,129|0,85,0] loops: 257077 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:38:15 gateServer::mainLoop: [3146|3494|3146,129|0,219,0] loops: 268282 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:39:15 gateServer::mainLoop: [3146|3509|3146,129|2,232,0] loops: 258138 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:40:15 gateServer::mainLoop: [3146|3814|3146,129|0,539,0] loops: 261000 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:41:15 gateServer::mainLoop: [3146|3678|3146,129|0,403,0] loops: 258254 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:42:15 gateServer::mainLoop: [3146|3812|3146,129|0,537,0] loops: 273348 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:43:15 gateServer::mainLoop: [3146|3470|3146,129|0,195,0] loops: 272031 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:44:15 gateServer::mainLoop: [3146|3804|3146,129|0,529,0] loops: 270947 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:45:15 gateServer::mainLoop: [3146|3725|3146,129|0,450,0] loops: 272727 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:46:15 gateServer::mainLoop: [3146|3852|3146,129|0,577,0] loops: 268708 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:47:15 gateServer::mainLoop: [3146|3425|3146,129|0,150,0] loops: 270830 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:48:15 gateServer::mainLoop: [3146|3764|3146,129|0,489,0] loops: 270346 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:49:15 gateServer::mainLoop: [3146|3919|3146,129|2,642,0] loops: 268784 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:50:15 gateServer::mainLoop: [3146|3974|3146,129|0,699,0] loops: 272405 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:51:15 gateServer::mainLoop: [3146|3447|3146,129|0,172,0] loops: 262827 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:52:15 gateServer::mainLoop: [3146|3569|3146,129|0,294,0] loops: 257751 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:53:15 gateServer::mainLoop: [3146|3811|3146,129|0,536,0] loops: 261098 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:54:15 gateServer::mainLoop: [3146|3948|3146,129|0,673,0] loops: 262743 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:55:15 gateServer::mainLoop: [3146|3451|3146,129|0,176,0] loops: 266566 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:56:15 gateServer::mainLoop: [3146|3545|3146,129|0,270,0] loops: 263332 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:57:15 gateServer::mainLoop: [3146|3717|3146,129|0,442,0] loops: 268290 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:58:15 gateServer::mainLoop: [3146|3945|3146,129|0,670,0] loops: 271106 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 15:59:15 gateServer::mainLoop: [3146|3510|3146,129|0,235,0] loops: 266197 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:00:15 gateServer::mainLoop: [3146|3558|3146,129|0,283,0] loops: 259858 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:01:15 gateServer::mainLoop: [3146|3504|3146,129|18,211,0] loops: 263664 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:02:15 gateServer::mainLoop: [2943|3830|2943,332|0,555,0] loops: 265487 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:03:15 gateServer::mainLoop: [2943|3722|2943,332|0,447,0] loops: 249231 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:04:15 gateServer::mainLoop: [2943|3768|2943,332|0,493,0] loops: 270607 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:05:15 gateServer::mainLoop: [2943|3425|2943,332|58,92,0] loops: 264387 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:06:15 gateServer::mainLoop: [2943|3851|2943,332|0,576,0] loops: 252263 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:07:15 gateServer::mainLoop: [2943|3822|2943,332|0,547,0] loops: 266676 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:08:15 gateServer::mainLoop: [2943|3846|2943,332|0,571,0] loops: 266726 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:09:15 gateServer::mainLoop: [2943|3442|2943,332|0,167,0] loops: 251770 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:10:15 gateServer::mainLoop: [2943|3779|2943,332|0,504,0] loops: 255877 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:11:15 gateServer::mainLoop: [2943|3845|2943,332|0,570,0] loops: 247554 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:12:15 gateServer::mainLoop: [2943|3869|2943,332|0,594,0] loops: 236985 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:13:15 gateServer::mainLoop: [2943|3300|2943,332|0,25,0] loops: 257749 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:14:15 gateServer::mainLoop: [2943|3481|2943,332|0,206,0] loops: 244772 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:15:15 gateServer::mainLoop: [2943|3829|2943,332|0,554,0] loops: 231277 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:16:15 gateServer::mainLoop: [2943|3859|2943,332|1,583,0] loops: 242426 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:17:15 gateServer::mainLoop: [2943|3325|2943,332|0,50,0] loops: 254109 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:18:15 gateServer::mainLoop: [2943|3503|2943,332|0,228,0] loops: 267930 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:19:15 gateServer::mainLoop: [2943|3766|2943,332|0,491,0] loops: 266662 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:20:15 gateServer::mainLoop: [2943|3859|2943,332|0,584,0] loops: 265247 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:21:15 gateServer::mainLoop: [2943|3379|2943,332|0,104,0] loops: 249979 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:22:15 gateServer::mainLoop: [2943|3458|2943,332|0,183,0] loops: 255021 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:23:15 gateServer::mainLoop: [2943|3749|2943,332|0,474,0] loops: 242521 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:24:15 gateServer::mainLoop: [2943|3844|2943,332|0,569,0] loops: 263087 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:25:15 gateServer::mainLoop: [2943|3450|2943,332|0,175,0] loops: 253835 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:26:15 gateServer::mainLoop: [2943|3561|2943,332|0,286,0] loops: 268522 process: 0.000 pend: 0.000 clean: 0.000
Jul 08 16:27:15 gateServer::mainLoop: [2945|3470|2945,330|2,193,0] loops: 280502 process: 0.000 pend: 0.000 clean: 0.000
